V15,day,period
2,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
2,Monday,P10
0,Monday,P11
1,Monday,P12
0,Monday,P13
5,Monday,P14
3,Monday,P15
4,Monday,P16
15,Monday,P17
7,Monday,P18
24,Monday,P19
9,Monday,P20
20,Monday,P21
7,Monday,P22
4,Monday,P23
2,Monday,P24
26,Monday,P25
6,Monday,P26
7,Monday,P27
2,Monday,P28
25,Monday,P29
9,Monday,P30
2,Monday,P31
3,Monday,P32
16,Monday,P33
4,Monday,P34
2,Monday,P35
0,Monday,P36
13,Monday,P37
2,Monday,P38
13,Monday,P39
2,Monday,P40
16,Monday,P41
2,Monday,P42
9,Monday,P43
2,Monday,P44
7,Monday,P45
1,Monday,P46
0,Monday,P47
0,Tuesday,P0
3,Tuesday,P1
1,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
2,Tuesday,P13
2,Tuesday,P14
3,Tuesday,P15
2,Tuesday,P16
14,Tuesday,P17
8,Tuesday,P18
20,Tuesday,P19
6,Tuesday,P20
8,Tuesday,P21
15,Tuesday,P22
1,Tuesday,P23
2,Tuesday,P24
21,Tuesday,P25
7,Tuesday,P26
7,Tuesday,P27
5,Tuesday,P28
9,Tuesday,P29
2,Tuesday,P30
0,Tuesday,P31
2,Tuesday,P32
18,Tuesday,P33
1,Tuesday,P34
4,Tuesday,P35
2,Tuesday,P36
13,Tuesday,P37
1,Tuesday,P38
6,Tuesday,P39
1,Tuesday,P40
6,Tuesday,P41
1,Tuesday,P42
14,Tuesday,P43
2,Tuesday,P44
8,Tuesday,P45
6,Tuesday,P46
1,Tuesday,P47
0,Wednesday,P0
0,Wednesday,P1
0,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
1,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
1,Wednesday,P12
1,Wednesday,P13
4,Wednesday,P14
2,Wednesday,P15
1,Wednesday,P16
4,Wednesday,P17
1,Wednesday,P18
5,Wednesday,P19
5,Wednesday,P20
4,Wednesday,P21
12,Wednesday,P22
1,Wednesday,P23
1,Wednesday,P24
20,Wednesday,P25
2,Wednesday,P26
3,Wednesday,P27
1,Wednesday,P28
19,Wednesday,P29
3,Wednesday,P30
1,Wednesday,P31
1,Wednesday,P32
8,Wednesday,P33
4,Wednesday,P34
3,Wednesday,P35
3,Wednesday,P36
13,Wednesday,P37
2,Wednesday,P38
2,Wednesday,P39
2,Wednesday,P40
11,Wednesday,P41
5,Wednesday,P42
1,Wednesday,P43
0,Wednesday,P44
5,Wednesday,P45
0,Wednesday,P46
1,Wednesday,P47
0,Thursday,P0
5,Thursday,P1
1,Thursday,P2
1,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
0,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
1,Thursday,P11
2,Thursday,P12
1,Thursday,P13
1,Thursday,P14
1,Thursday,P15
3,Thursday,P16
9,Thursday,P17
5,Thursday,P18
15,Thursday,P19
9,Thursday,P20
9,Thursday,P21
5,Thursday,P22
3,Thursday,P23
3,Thursday,P24
5,Thursday,P25
3,Thursday,P26
4,Thursday,P27
4,Thursday,P28
5,Thursday,P29
3,Thursday,P30
3,Thursday,P31
2,Thursday,P32
8,Thursday,P33
1,Thursday,P34
0,Thursday,P35
1,Thursday,P36
10,Thursday,P37
1,Thursday,P38
8,Thursday,P39
3,Thursday,P40
4,Thursday,P41
3,Thursday,P42
10,Thursday,P43
0,Thursday,P44
6,Thursday,P45
1,Thursday,P46
1,Thursday,P47
0,Friday,P0
2,Friday,P1
0,Friday,P2
0,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
0,Friday,P11
0,Friday,P12
1,Friday,P13
1,Friday,P14
1,Friday,P15
3,Friday,P16
8,Friday,P17
5,Friday,P18
15,Friday,P19
1,Friday,P20
15,Friday,P21
6,Friday,P22
2,Friday,P23
2,Friday,P24
14,Friday,P25
4,Friday,P26
1,Friday,P27
3,Friday,P28
11,Friday,P29
12,Friday,P30
3,Friday,P31
3,Friday,P32
3,Friday,P33
14,Friday,P34
1,Friday,P35
2,Friday,P36
8,Friday,P37
12,Friday,P38
10,Friday,P39
6,Friday,P40
1,Friday,P41
15,Friday,P42
14,Friday,P43
11,Friday,P44
1,Friday,P45
8,Friday,P46
2,Friday,P47
2,Saturday,P0
0,Saturday,P1
2,Saturday,P2
6,Saturday,P3
0,Saturday,P4
1,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
1,Saturday,P11
0,Saturday,P12
0,Saturday,P13
1,Saturday,P14
0,Saturday,P15
2,Saturday,P16
7,Saturday,P17
3,Saturday,P18
9,Saturday,P19
1,Saturday,P20
6,Saturday,P21
2,Saturday,P22
0,Saturday,P23
1,Saturday,P24
21,Saturday,P25
3,Saturday,P26
3,Saturday,P27
1,Saturday,P28
21,Saturday,P29
2,Saturday,P30
4,Saturday,P31
5,Saturday,P32
2,Saturday,P33
1,Saturday,P34
0,Saturday,P35
4,Saturday,P36
9,Saturday,P37
5,Saturday,P38
10,Saturday,P39
3,Saturday,P40
4,Saturday,P41
1,Saturday,P42
4,Saturday,P43
2,Saturday,P44
3,Saturday,P45
2,Saturday,P46
1,Saturday,P47
0,Sunday,P0
9,Sunday,P1
1,Sunday,P2
2,Sunday,P3
0,Sunday,P4
2,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
1,Sunday,P11
0,Sunday,P12
1,Sunday,P13
2,Sunday,P14
1,Sunday,P15
2,Sunday,P16
1,Sunday,P17
1,Sunday,P18
8,Sunday,P19
4,Sunday,P20
0,Sunday,P21
1,Sunday,P22
1,Sunday,P23
1,Sunday,P24
17,Sunday,P25
3,Sunday,P26
1,Sunday,P27
1,Sunday,P28
10,Sunday,P29
3,Sunday,P30
2,Sunday,P31
2,Sunday,P32
16,Sunday,P33
4,Sunday,P34
2,Sunday,P35
1,Sunday,P36
10,Sunday,P37
4,Sunday,P38
3,Sunday,P39
14,Sunday,P40
17,Sunday,P41
3,Sunday,P42
13,Sunday,P43
1,Sunday,P44
15,Sunday,P45
0,Sunday,P46
2,Sunday,P47
1,Monday,P0
7,Monday,P1
2,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
1,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
2,Monday,P13
0,Monday,P14
5,Monday,P15
3,Monday,P16
22,Monday,P17
3,Monday,P18
28,Monday,P19
5,Monday,P20
31,Monday,P21
6,Monday,P22
0,Monday,P23
1,Monday,P24
26,Monday,P25
5,Monday,P26
5,Monday,P27
0,Monday,P28
17,Monday,P29
9,Monday,P30
4,Monday,P31
2,Monday,P32
16,Monday,P33
2,Monday,P34
3,Monday,P35
3,Monday,P36
15,Monday,P37
2,Monday,P38
5,Monday,P39
2,Monday,P40
15,Monday,P41
1,Monday,P42
7,Monday,P43
2,Monday,P44
12,Monday,P45
0,Monday,P46
0,Monday,P47
0,Tuesday,P0
3,Tuesday,P1
1,Tuesday,P2
1,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
0,Tuesday,P12
0,Tuesday,P13
2,Tuesday,P14
0,Tuesday,P15
2,Tuesday,P16
19,Tuesday,P17
3,Tuesday,P18
18,Tuesday,P19
5,Tuesday,P20
17,Tuesday,P21
5,Tuesday,P22
0,Tuesday,P23
1,Tuesday,P24
1,Tuesday,P25
2,Tuesday,P26
5,Tuesday,P27
3,Tuesday,P28
21,Tuesday,P29
2,Tuesday,P30
1,Tuesday,P31
1,Tuesday,P32
6,Tuesday,P33
3,Tuesday,P34
4,Tuesday,P35
1,Tuesday,P36
6,Tuesday,P37
4,Tuesday,P38
9,Tuesday,P39
0,Tuesday,P40
13,Tuesday,P41
1,Tuesday,P42
12,Tuesday,P43
3,Tuesday,P44
2,Tuesday,P45
0,Tuesday,P46
0,Tuesday,P47
0,Wednesday,P0
2,Wednesday,P1
0,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
1,Wednesday,P6
0,Wednesday,P7
1,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
1,Wednesday,P11
0,Wednesday,P12
1,Wednesday,P13
0,Wednesday,P14
1,Wednesday,P15
0,Wednesday,P16
13,Wednesday,P17
3,Wednesday,P18
28,Wednesday,P19
7,Wednesday,P20
20,Wednesday,P21
5,Wednesday,P22
1,Wednesday,P23
1,Wednesday,P24
18,Wednesday,P25
3,Wednesday,P26
3,Wednesday,P27
2,Wednesday,P28
17,Wednesday,P29
1,Wednesday,P30
1,Wednesday,P31
2,Wednesday,P32
18,Wednesday,P33
1,Wednesday,P34
5,Wednesday,P35
0,Wednesday,P36
11,Wednesday,P37
2,Wednesday,P38
8,Wednesday,P39
4,Wednesday,P40
6,Wednesday,P41
2,Wednesday,P42
17,Wednesday,P43
1,Wednesday,P44
7,Wednesday,P45
2,Wednesday,P46
0,Wednesday,P47
0,Thursday,P0
1,Thursday,P1
1,Thursday,P2
0,Thursday,P3
1,Thursday,P4
1,Thursday,P5
0,Thursday,P6
1,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
1,Thursday,P13
2,Thursday,P14
2,Thursday,P15
3,Thursday,P16
13,Thursday,P17
6,Thursday,P18
22,Thursday,P19
9,Thursday,P20
21,Thursday,P21
11,Thursday,P22
3,Thursday,P23
0,Thursday,P24
14,Thursday,P25
15,Thursday,P26
6,Thursday,P27
3,Thursday,P28
18,Thursday,P29
4,Thursday,P30
1,Thursday,P31
5,Thursday,P32
17,Thursday,P33
0,Thursday,P34
3,Thursday,P35
0,Thursday,P36
17,Thursday,P37
3,Thursday,P38
13,Thursday,P39
1,Thursday,P40
10,Thursday,P41
4,Thursday,P42
11,Thursday,P43
0,Thursday,P44
14,Thursday,P45
2,Thursday,P46
0,Thursday,P47
0,Friday,P0
5,Friday,P1
2,Friday,P2
0,Friday,P3
0,Friday,P4
1,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
1,Friday,P11
0,Friday,P12
1,Friday,P13
0,Friday,P14
4,Friday,P15
2,Friday,P16
14,Friday,P17
5,Friday,P18
21,Friday,P19
7,Friday,P20
22,Friday,P21
5,Friday,P22
6,Friday,P23
1,Friday,P24
20,Friday,P25
4,Friday,P26
5,Friday,P27
3,Friday,P28
10,Friday,P29
0,Friday,P30
0,Friday,P31
1,Friday,P32
13,Friday,P33
1,Friday,P34
1,Friday,P35
1,Friday,P36
17,Friday,P37
1,Friday,P38
12,Friday,P39
0,Friday,P40
10,Friday,P41
7,Friday,P42
8,Friday,P43
0,Friday,P44
15,Friday,P45
3,Friday,P46
3,Friday,P47
1,Saturday,P0
9,Saturday,P1
1,Saturday,P2
2,Saturday,P3
0,Saturday,P4
1,Saturday,P5
0,Saturday,P6
1,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
0,Saturday,P11
0,Saturday,P12
1,Saturday,P13
2,Saturday,P14
1,Saturday,P15
3,Saturday,P16
2,Saturday,P17
0,Saturday,P18
12,Saturday,P19
3,Saturday,P20
7,Saturday,P21
9,Saturday,P22
0,Saturday,P23
2,Saturday,P24
19,Saturday,P25
3,Saturday,P26
0,Saturday,P27
3,Saturday,P28
14,Saturday,P29
1,Saturday,P30
4,Saturday,P31
2,Saturday,P32
12,Saturday,P33
5,Saturday,P34
2,Saturday,P35
2,Saturday,P36
6,Saturday,P37
5,Saturday,P38
13,Saturday,P39
0,Saturday,P40
9,Saturday,P41
2,Saturday,P42
5,Saturday,P43
0,Saturday,P44
8,Saturday,P45
3,Saturday,P46
1,Saturday,P47
0,Sunday,P0
3,Sunday,P1
2,Sunday,P2
0,Sunday,P3
1,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
0,Sunday,P11
0,Sunday,P12
0,Sunday,P13
1,Sunday,P14
0,Sunday,P15
1,Sunday,P16
1,Sunday,P17
0,Sunday,P18
3,Sunday,P19
0,Sunday,P20
0,Sunday,P21
0,Sunday,P22
1,Sunday,P23
0,Sunday,P24
17,Sunday,P25
3,Sunday,P26
0,Sunday,P27
1,Sunday,P28
10,Sunday,P29
2,Sunday,P30
1,Sunday,P31
0,Sunday,P32
16,Sunday,P33
4,Sunday,P34
3,Sunday,P35
1,Sunday,P36
12,Sunday,P37
6,Sunday,P38
10,Sunday,P39
3,Sunday,P40
23,Sunday,P41
5,Sunday,P42
11,Sunday,P43
1,Sunday,P44
8,Sunday,P45
1,Sunday,P46
1,Sunday,P47
0,Monday,P0
9,Monday,P1
0,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
1,Monday,P13
2,Monday,P14
2,Monday,P15
9,Monday,P16
14,Monday,P17
5,Monday,P18
33,Monday,P19
6,Monday,P20
33,Monday,P21
6,Monday,P22
3,Monday,P23
3,Monday,P24
14,Monday,P25
2,Monday,P26
4,Monday,P27
1,Monday,P28
19,Monday,P29
3,Monday,P30
2,Monday,P31
0,Monday,P32
20,Monday,P33
2,Monday,P34
2,Monday,P35
4,Monday,P36
8,Monday,P37
1,Monday,P38
10,Monday,P39
2,Monday,P40
14,Monday,P41
2,Monday,P42
5,Monday,P43
0,Monday,P44
11,Monday,P45
1,Monday,P46
1,Monday,P47
0,Tuesday,P0
4,Tuesday,P1
0,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
1,Tuesday,P13
2,Tuesday,P14
2,Tuesday,P15
3,Tuesday,P16
13,Tuesday,P17
4,Tuesday,P18
24,Tuesday,P19
4,Tuesday,P20
20,Tuesday,P21
8,Tuesday,P22
1,Tuesday,P23
3,Tuesday,P24
13,Tuesday,P25
2,Tuesday,P26
4,Tuesday,P27
4,Tuesday,P28
13,Tuesday,P29
2,Tuesday,P30
0,Tuesday,P31
1,Tuesday,P32
7,Tuesday,P33
6,Tuesday,P34
2,Tuesday,P35
2,Tuesday,P36
13,Tuesday,P37
5,Tuesday,P38
7,Tuesday,P39
2,Tuesday,P40
14,Tuesday,P41
0,Tuesday,P42
11,Tuesday,P43
0,Tuesday,P44
6,Tuesday,P45
0,Tuesday,P46
2,Tuesday,P47
2,Wednesday,P0
4,Wednesday,P1
1,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
1,Wednesday,P12
0,Wednesday,P13
1,Wednesday,P14
6,Wednesday,P15
0,Wednesday,P16
4,Wednesday,P17
4,Wednesday,P18
27,Wednesday,P19
8,Wednesday,P20
22,Wednesday,P21
4,Wednesday,P22
2,Wednesday,P23
2,Wednesday,P24
19,Wednesday,P25
4,Wednesday,P26
3,Wednesday,P27
2,Wednesday,P28
8,Wednesday,P29
0,Wednesday,P30
0,Wednesday,P31
1,Wednesday,P32
11,Wednesday,P33
5,Wednesday,P34
3,Wednesday,P35
1,Wednesday,P36
16,Wednesday,P37
3,Wednesday,P38
12,Wednesday,P39
1,Wednesday,P40
12,Wednesday,P41
0,Wednesday,P42
12,Wednesday,P43
0,Wednesday,P44
10,Wednesday,P45
0,Wednesday,P46
0,Wednesday,P47
0,Thursday,P0
4,Thursday,P1
1,Thursday,P2
0,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
0,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
1,Thursday,P11
0,Thursday,P12
0,Thursday,P13
0,Thursday,P14
3,Thursday,P15
1,Thursday,P16
19,Thursday,P17
4,Thursday,P18
25,Thursday,P19
5,Thursday,P20
6,Thursday,P21
17,Thursday,P22
0,Thursday,P23
1,Thursday,P24
4,Thursday,P25
11,Thursday,P26
1,Thursday,P27
5,Thursday,P28
17,Thursday,P29
2,Thursday,P30
1,Thursday,P31
3,Thursday,P32
16,Thursday,P33
3,Thursday,P34
2,Thursday,P35
2,Thursday,P36
7,Thursday,P37
3,Thursday,P38
10,Thursday,P39
1,Thursday,P40
14,Thursday,P41
4,Thursday,P42
6,Thursday,P43
0,Thursday,P44
6,Thursday,P45
2,Thursday,P46
2,Thursday,P47
0,Friday,P0
6,Friday,P1
0,Friday,P2
0,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
1,Friday,P11
0,Friday,P12
1,Friday,P13
1,Friday,P14
3,Friday,P15
2,Friday,P16
10,Friday,P17
1,Friday,P18
22,Friday,P19
7,Friday,P20
19,Friday,P21
8,Friday,P22
1,Friday,P23
1,Friday,P24
24,Friday,P25
8,Friday,P26
7,Friday,P27
3,Friday,P28
10,Friday,P29
18,Friday,P30
5,Friday,P31
4,Friday,P32
8,Friday,P33
1,Friday,P34
4,Friday,P35
0,Friday,P36
12,Friday,P37
4,Friday,P38
1,Friday,P39
5,Friday,P40
14,Friday,P41
5,Friday,P42
11,Friday,P43
2,Friday,P44
23,Friday,P45
0,Friday,P46
5,Friday,P47
1,Saturday,P0
6,Saturday,P1
4,Saturday,P2
0,Saturday,P3
1,Saturday,P4
1,Saturday,P5
1,Saturday,P6
1,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
0,Saturday,P11
0,Saturday,P12
2,Saturday,P13
2,Saturday,P14
0,Saturday,P15
3,Saturday,P16
2,Saturday,P17
2,Saturday,P18
14,Saturday,P19
3,Saturday,P20
12,Saturday,P21
3,Saturday,P22
4,Saturday,P23
2,Saturday,P24
21,Saturday,P25
2,Saturday,P26
2,Saturday,P27
4,Saturday,P28
3,Saturday,P29
1,Saturday,P30
1,Saturday,P31
2,Saturday,P32
11,Saturday,P33
1,Saturday,P34
1,Saturday,P35
3,Saturday,P36
1,Saturday,P37
4,Saturday,P38
4,Saturday,P39
2,Saturday,P40
7,Saturday,P41
4,Saturday,P42
0,Saturday,P43
0,Saturday,P44
6,Saturday,P45
1,Saturday,P46
1,Saturday,P47
0,Sunday,P0
11,Sunday,P1
3,Sunday,P2
2,Sunday,P3
1,Sunday,P4
2,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
0,Sunday,P11
0,Sunday,P12
0,Sunday,P13
0,Sunday,P14
0,Sunday,P15
2,Sunday,P16
2,Sunday,P17
3,Sunday,P18
3,Sunday,P19
2,Sunday,P20
1,Sunday,P21
1,Sunday,P22
0,Sunday,P23
0,Sunday,P24
14,Sunday,P25
2,Sunday,P26
4,Sunday,P27
1,Sunday,P28
5,Sunday,P29
4,Sunday,P30
0,Sunday,P31
0,Sunday,P32
13,Sunday,P33
2,Sunday,P34
1,Sunday,P35
1,Sunday,P36
12,Sunday,P37
9,Sunday,P38
15,Sunday,P39
3,Sunday,P40
16,Sunday,P41
7,Sunday,P42
11,Sunday,P43
3,Sunday,P44
28,Sunday,P45
1,Sunday,P46
2,Sunday,P47
1,Monday,P0
10,Monday,P1
4,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
1,Monday,P8
0,Monday,P9
0,Monday,P10
1,Monday,P11
0,Monday,P12
3,Monday,P13
1,Monday,P14
5,Monday,P15
6,Monday,P16
8,Monday,P17
7,Monday,P18
25,Monday,P19
5,Monday,P20
6,Monday,P21
18,Monday,P22
4,Monday,P23
3,Monday,P24
7,Monday,P25
14,Monday,P26
3,Monday,P27
5,Monday,P28
13,Monday,P29
9,Monday,P30
3,Monday,P31
1,Monday,P32
14,Monday,P33
4,Monday,P34
3,Monday,P35
0,Monday,P36
5,Monday,P37
1,Monday,P38
4,Monday,P39
5,Monday,P40
11,Monday,P41
1,Monday,P42
7,Monday,P43
1,Monday,P44
2,Monday,P45
1,Monday,P46
5,Monday,P47
0,Tuesday,P0
5,Tuesday,P1
0,Tuesday,P2
1,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
2,Tuesday,P13
5,Tuesday,P14
1,Tuesday,P15
5,Tuesday,P16
6,Tuesday,P17
3,Tuesday,P18
10,Tuesday,P19
5,Tuesday,P20
13,Tuesday,P21
4,Tuesday,P22
4,Tuesday,P23
2,Tuesday,P24
18,Tuesday,P25
7,Tuesday,P26
6,Tuesday,P27
3,Tuesday,P28
7,Tuesday,P29
0,Tuesday,P30
3,Tuesday,P31
5,Tuesday,P32
20,Tuesday,P33
2,Tuesday,P34
16,Tuesday,P35
9,Tuesday,P36
13,Tuesday,P37
2,Tuesday,P38
6,Tuesday,P39
5,Tuesday,P40
0,Tuesday,P41
5,Tuesday,P42
10,Tuesday,P43
1,Tuesday,P44
8,Tuesday,P45
1,Tuesday,P46
2,Tuesday,P47
1,Wednesday,P0
0,Wednesday,P1
0,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
1,Wednesday,P11
0,Wednesday,P12
0,Wednesday,P13
1,Wednesday,P14
3,Wednesday,P15
5,Wednesday,P16
17,Wednesday,P17
4,Wednesday,P18
27,Wednesday,P19
2,Wednesday,P20
5,Wednesday,P21
17,Wednesday,P22
5,Wednesday,P23
1,Wednesday,P24
10,Wednesday,P25
1,Wednesday,P26
3,Wednesday,P27
3,Wednesday,P28
24,Wednesday,P29
1,Wednesday,P30
5,Wednesday,P31
4,Wednesday,P32
13,Wednesday,P33
4,Wednesday,P34
1,Wednesday,P35
3,Wednesday,P36
18,Wednesday,P37
2,Wednesday,P38
13,Wednesday,P39
5,Wednesday,P40
14,Wednesday,P41
2,Wednesday,P42
1,Wednesday,P43
4,Wednesday,P44
4,Wednesday,P45
9,Wednesday,P46
0,Wednesday,P47
0,Thursday,P0
4,Thursday,P1
1,Thursday,P2
0,Thursday,P3
0,Thursday,P4
1,Thursday,P5
0,Thursday,P6
0,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
0,Thursday,P13
1,Thursday,P14
2,Thursday,P15
3,Thursday,P16
9,Thursday,P17
6,Thursday,P18
29,Thursday,P19
7,Thursday,P20
19,Thursday,P21
15,Thursday,P22
0,Thursday,P23
1,Thursday,P24
7,Thursday,P25
9,Thursday,P26
5,Thursday,P27
3,Thursday,P28
17,Thursday,P29
2,Thursday,P30
2,Thursday,P31
0,Thursday,P32
15,Thursday,P33
4,Thursday,P34
1,Thursday,P35
5,Thursday,P36
16,Thursday,P37
5,Thursday,P38
11,Thursday,P39
0,Thursday,P40
15,Thursday,P41
0,Thursday,P42
14,Thursday,P43
1,Thursday,P44
9,Thursday,P45
3,Thursday,P46
0,Thursday,P47
1,Friday,P0
3,Friday,P1
0,Friday,P2
1,Friday,P3
1,Friday,P4
1,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
2,Friday,P11
0,Friday,P12
1,Friday,P13
0,Friday,P14
3,Friday,P15
1,Friday,P16
19,Friday,P17
1,Friday,P18
13,Friday,P19
7,Friday,P20
22,Friday,P21
9,Friday,P22
1,Friday,P23
2,Friday,P24
16,Friday,P25
3,Friday,P26
2,Friday,P27
0,Friday,P28
11,Friday,P29
3,Friday,P30
1,Friday,P31
3,Friday,P32
17,Friday,P33
4,Friday,P34
1,Friday,P35
0,Friday,P36
19,Friday,P37
9,Friday,P38
7,Friday,P39
7,Friday,P40
7,Friday,P41
2,Friday,P42
6,Friday,P43
1,Friday,P44
7,Friday,P45
0,Friday,P46
0,Friday,P47
0,Saturday,P0
12,Saturday,P1
3,Saturday,P2
0,Saturday,P3
0,Saturday,P4
0,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
1,Saturday,P11
1,Saturday,P12
0,Saturday,P13
0,Saturday,P14
2,Saturday,P15
6,Saturday,P16
3,Saturday,P17
3,Saturday,P18
13,Saturday,P19
4,Saturday,P20
11,Saturday,P21
5,Saturday,P22
2,Saturday,P23
3,Saturday,P24
12,Saturday,P25
3,Saturday,P26
3,Saturday,P27
3,Saturday,P28
12,Saturday,P29
2,Saturday,P30
6,Saturday,P31
2,Saturday,P32
15,Saturday,P33
3,Saturday,P34
2,Saturday,P35
4,Saturday,P36
10,Saturday,P37
3,Saturday,P38
5,Saturday,P39
1,Saturday,P40
2,Saturday,P41
3,Saturday,P42
9,Saturday,P43
0,Saturday,P44
4,Saturday,P45
0,Saturday,P46
2,Saturday,P47
0,Sunday,P0
5,Sunday,P1
3,Sunday,P2
0,Sunday,P3
1,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
0,Sunday,P11
0,Sunday,P12
1,Sunday,P13
0,Sunday,P14
0,Sunday,P15
2,Sunday,P16
0,Sunday,P17
1,Sunday,P18
8,Sunday,P19
1,Sunday,P20
1,Sunday,P21
2,Sunday,P22
2,Sunday,P23
0,Sunday,P24
17,Sunday,P25
4,Sunday,P26
0,Sunday,P27
1,Sunday,P28
6,Sunday,P29
0,Sunday,P30
5,Sunday,P31
2,Sunday,P32
5,Sunday,P33
3,Sunday,P34
1,Sunday,P35
13,Sunday,P36
22,Sunday,P37
11,Sunday,P38
18,Sunday,P39
7,Sunday,P40
16,Sunday,P41
5,Sunday,P42
6,Sunday,P43
0,Sunday,P44
5,Sunday,P45
9,Sunday,P46
2,Sunday,P47
0,Monday,P0
8,Monday,P1
0,Monday,P2
1,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
4,Monday,P13
1,Monday,P14
2,Monday,P15
4,Monday,P16
21,Monday,P17
2,Monday,P18
8,Monday,P19
7,Monday,P20
18,Monday,P21
16,Monday,P22
2,Monday,P23
2,Monday,P24
20,Monday,P25
5,Monday,P26
4,Monday,P27
7,Monday,P28
18,Monday,P29
4,Monday,P30
1,Monday,P31
3,Monday,P32
13,Monday,P33
2,Monday,P34
1,Monday,P35
1,Monday,P36
10,Monday,P37
0,Monday,P38
3,Monday,P39
4,Monday,P40
9,Monday,P41
9,Monday,P42
6,Monday,P43
0,Monday,P44
5,Monday,P45
2,Monday,P46
1,Monday,P47
2,Tuesday,P0
8,Tuesday,P1
0,Tuesday,P2
0,Tuesday,P3
1,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
1,Tuesday,P9
1,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
0,Tuesday,P13
